         1         2         3         4         5         
12345678901234567890123456789012345678901234567890123456789
-----------------------------------------------------------
LABEL           |RA        |Dec        |Mag |C|PMRA |PMDEC|
-----------------------------------------------------------
76 UMa           190.3912500+62.71305555 6.07A2-0.032-0.017
SAO40179         190.7879166-56.17611111 6.00B7-0.041-0.010
SAO40183         190.8675000-58.90305555 6.40K0-0.085-0.011
SAO03746         190.8595833-40.17777777 6.44A8+0.027-0.014
SAO38933         190.9087500 -1.57694444 5.93G8+0.050-0.076
SAO03756         190.9945833-36.34916666 6.39A0+0.013-0.007
SAO81063         191.0020833-28.32388888 5.48K4-0.027-0.038
SAO15877         190.7675000+61.15555555 6.38K0-0.047+0.026
SAO52012         191.2570833-68.83111111 6.16F6-0.032-0.015
Iot Cru          191.4079166-60.98111111 4.69K0+0.098-0.063
SAO44307         191.1129166+44.10305555 6.33F6-0.027+0.005
Bet Mus          191.5704166-68.10805555 3.05B2-0.039-0.017
10 CVn           191.2479166+39.27888888 5.95G0-0.355+0.139
SAO44317         191.2825000+45.44027777 4.99C7-0.001+0.015
32 Vir           191.4045833 +7.67333333 5.22F0-0.107+0.004
SAO40235         191.5945833-56.48888888 4.65B3-0.036-0.013
33 Vir           191.5937500 +9.54000000 5.67K1+0.277-0.446
SAO03797         191.6916666-33.31555555 5.86K3-0.007-0.030
27 Com           191.6612500+16.57750000 5.12K3+0.009+0.007
SAO2080          191.1083333+80.62111111 6.40A5+0.030-0.042
Bet Cru          191.9300000-59.68861111 1.25B0-0.048-0.014
SAO19585         191.7595833 +5.95083333 6.34A0+0.035-0.043
34 Vir           191.8066666+11.95805555 6.07A3+0.042-0.018
SAO38967         191.8891666 -6.30194444 6.26F7+0.001-0.044
SAO81105         191.9737500-24.85166666 6.44B8-0.041+0.040
35 Vir           191.9641666 +3.57277777 6.41M3-0.006-0.003
SAO15901         191.8287500+62.78083333 5.89A9+0.016-0.001
SAO81114         192.1100000-27.59750000 5.66G5-0.139-0.063
28 Com           192.0595833+13.55305555 6.56A1-0.047-0.028
SAO56983         192.4370833-71.98638888 5.55G8+0.001-0.005
7 Dra            191.8933333+66.79027777 5.43K5+0.010-0.005
SAO82511         192.1958333+24.84027777 6.31G7-0.339-0.108
29 Com           192.2258333+14.12250000 5.70A1+0.026-0.019
11 CVn           192.1741666+48.46694444 6.27A6-0.065+0.016
SAO15907         192.1641666+60.32000000 5.85F5+0.105+0.001
SAO52047         192.5500000-60.40083333 6.75A3-0.007-0.017
30 Com           192.3225000+27.55222222 5.78A2-0.096+0.021
Iot Oct          193.7441666-85.12333333 5.46K0+0.062+0.028
SAO23698         192.5816666-48.45972222 6.24A0-0.037+0.002
SAO40314         192.7412500-52.78750000 5.73A5-0.026-0.012
SAO82523         192.5725000+22.86333333 6.43K0+0.109-0.069
SAO03863         192.6716666-33.99944444 4.91A0-0.028-0.020
SAO63217         192.5445833+37.51694444 5.89A3-0.097+0.027
SAO52054         192.8241666-60.32972222 5.72A2-0.025+0.007
SAO57550         192.8454166-10.33833333 6.41G8-0.008-0.006
37 Vir           192.9037500 +3.05666666 6.02K4-0.035+0.020
SAO03881         192.9866666-39.68083333 5.98B8-0.035-0.028
SAO23720         193.0220833-48.09416666 6.33A0-0.060+0.013
SAO81169         192.9912500-26.73805555 6.15A0-0.111+0.040
SAO40338         193.1025000-53.82944444 6.24G8-0.020+0.012
31 Com           192.9245833+27.54055555 4.94G0-0.012-0.008
32 Com           193.0512500+17.07388888 6.32M0+0.001-0.007
SAO40347         193.2662500-54.95250000 5.93K2-0.119+0.011
SAO00312         193.1150000+16.12250000 6.30A7-0.043-0.019
SAO52069         193.3408333-60.32861111 5.76B9-0.013 0.000
SAO23731         193.2787500-48.94333333 4.33K3-0.076-0.030
SAO03907         193.3591666-40.17888888 4.27A7+0.063-0.022
Kap Cru          193.4545833-60.37694444 5.90B5+0.004-0.021
38 Vir           193.2966666 -3.55305555 6.11F5-0.262-0.003
SAO2101          192.2775000+83.41805555 5.85A0-0.026+0.022
SAO2102          192.3066666+83.41277777 5.28A1-0.029+0.020
35 Com           193.3241666+21.24500000 4.90G8-0.047-0.022
SAO40362         193.5916666-58.43055555 6.58F7-0.014-0.001
SAO39027         193.4087500 -4.22388888 6.44K0+0.001-0.041
Lam Cru          193.6633333-59.14666666 4.62B4-0.036-0.010
Mu 1Cru          193.6483333-57.17777777 4.03B2-0.033-0.006
Mu 2Cru          193.6533333-57.16833333 5.17B5-0.035-0.001
41 Vir           193.4570833+12.41861111 6.25A7+0.051-0.024
SAO57584         193.5779166-11.64861111 6.00A2-0.141+0.013
40Psi Vir        193.5883333 -9.53888888 4.79M3-0.024-0.015
SAO23753         193.7437500-44.15194444 5.89G1-0.223-0.225
SAO63244         193.5545833+33.53444444 6.26A7-0.090+0.032
77Eps UMa        193.5070833+55.95972222 1.77A0+0.112-0.006
SAO23760         193.8308333-42.91583333 5.47M0-0.038-0.012
SAO56992         194.1312500-72.18527777 5.93G8-0.027-0.011
SAO40385         193.9875000-56.83611111 5.32O9-0.024-0.010
SAO44383         193.7354166+47.19666666 5.84M5-0.016-0.006
43Del Vir        193.9008333 +3.39750000 3.38M3-0.469-0.054
SAO57599         193.9720833-15.32694444 6.17A0-0.017+0.003
SAO81244         194.1254166-26.46027777 6.62F3+0.013-0.015
SAO40407         194.2683333-51.19861111 5.16B8-0.026-0.015
12Alp1CVn        194.0016666+38.31472222 5.60F0-0.236+0.062
12Alp2CVn        194.0070833+38.31833333 2.90A0-0.234+0.056
8 Dra            193.8687500+65.43861111 5.24F0-0.005-0.029
SAO28572         194.0733333+54.09944444 5.82A5-0.077+0.001
SAO81265         194.3883333-22.75388888 6.31G5-0.052-0.029
SAO44398         194.2820833+46.17694444 6.12K0-0.022-0.047
36 Com           194.7308333+17.40944444 4.78M1-0.039+0.034
44 Vir           194.9145833 -3.81194444 5.79A3-0.037+0.008
SAO04029         195.1358333-33.50527777 6.02F0-0.078-0.079
Del Mus          195.5675000-71.54888888 3.62K2+0.256-0.021
37 Com           195.0687500+30.78500000 4.90G9-0.018-0.013
46 Vir           195.1495833 -3.36861111 5.99K2-0.025+0.050
SAO00366         195.1616666+18.37305555 6.20F6-0.226+0.060
SAO7714          194.6970833+75.47250000 6.01K0+0.008+0.010
9 Dra            194.9795833+66.59722222 5.32K2-0.139-0.013
38 Com           195.2900000+17.12305555 5.96K0-0.005-0.025
SAO57003         195.7716666-71.47611111 6.03B1-0.023-0.014
78 UMa           195.1825000+56.36638888 4.93F2+0.114-0.009
47Eps Vir        195.5441666+10.95916666 2.83G8-0.273+0.020
Xi 1Cen          195.8883333-49.52722222 4.85A0-0.059-0.014
SAO15962         195.4450000+63.61027777 6.00F6-0.180+0.029
SAO81357         195.9420833-20.58305555 5.58F7+0.142+0.018
SAO28613         195.6683333+59.71611111 6.53A3-0.029-0.016
48 Vir           195.9766666 -3.66333333 6.59F0-0.035-0.036
SAO23881         196.2004166-41.19666666 6.26M3-0.028-0.034
SAO40535         196.3783333-52.11500000 6.43M1-0.048+0.032
SAO23900         196.5695833-48.46361111 4.71B5-0.030-0.023
SAO23905         196.6462500-41.58861111 5.59K0+0.046-0.017
Xi 2Cen          196.7275000-49.90611111 4.27B1-0.026-0.012
14 CVn           196.4354166+35.79888888 5.25B9-0.030+0.021
SAO40566         196.8508333-59.86055555 5.99F8-0.027-0.012
SAO44465         196.4679166+45.26861111 5.63K1-0.012+0.028
39 Com           196.5883333+21.15333333 5.99F4-0.069-0.046
SAO04132         196.7262500-35.86194444 6.54A0+0.041-0.078
SAO82648         196.5425000+29.02944444 6.54A3-0.069+0.001
40 Com           196.5941666+22.61611111 5.60M5+0.025-0.049
SAO7741          196.2070833+73.02527777 6.31F0-0.019+0.020
SAO40573         196.9095833-53.45972222 5.71B8-0.039-0.024
The Mus          197.0291666-65.30638888 5.51B0-0.016-0.009
SAO15985         196.5945833+62.04194444 6.14G7+0.005-0.037
41 Com           196.7945833+27.62472222 4.80K5+0.031-0.070
49 Vir           196.9741666-10.74027777 5.19K2+0.017-0.006
SAO82665         196.9733333+27.55583333 6.19K4-0.041-0.064
SAO39175         197.1354166 -8.98444444 5.55K3-0.032-0.062
45Psi Hya        197.2637500-23.11805555 4.95K1-0.024-0.036
SAO39183         197.3100000 -9.53833333 6.32K0-0.033-0.009
SAO00436         197.3016666+10.02222222 5.78K0+0.017-0.003
50 Vir           197.4387500-10.32944444 5.94K5-0.008-0.012
SAO00439         197.4491666+16.84861111 5.91K5-0.069-0.012
51The Vir        197.4875000 -5.53888888 4.38A1-0.032-0.033
SAO63372         197.4112500+37.42305555 6.02K3-0.103+0.005
SAO40627         197.7433333-52.56694444 6.06Ap-0.041-0.017
SAO52185         197.9650000-69.94194444 5.91F3+0.036+0.006
15 CVn           197.4250000+38.53388888 6.28B7-0.016+0.003
42Alp Com        197.4970833+17.52944444 5.22F5-0.431+0.136
42Alp Com        197.4970833+17.52944444 5.22F5-0.430+0.136
SAO23960         197.7866666-42.23305555 5.79F7-0.080-0.024
17 CVn           197.5133333+38.49888888 5.91A9-0.070+0.044
SAO52187         197.9712500-63.30277777 6.33A8-0.006+0.003
SAO23966         197.8466666-43.36888888 5.25K1-0.117-0.027
SAO15999         197.4591666+62.22916666 6.54A1-0.030-0.008
SAO40645         198.0725000-59.92083333 4.60B8-0.049-0.024
SAO57019         198.5716666-78.44722222 5.85F8-0.018+0.004
SAO52196         198.2037500-66.22694444 5.90A0+0.024+0.006
SAO81446         197.9133333-26.55166666 6.50A5-0.068+0.004
SAO04227         198.0133333-37.80305555 4.85G3-0.385+0.047
SAO40653         198.2333333-59.81666666 6.16G0+0.014-0.107
53 Vir           198.0145833-16.19861111 5.04F5+0.098-0.286
SAO23980         198.2120833-42.69972222 6.22K0-0.020+0.003
43Bet Com        197.9683333+27.87805555 4.26F9-0.801+0.882
SAO82708         198.0350000+24.25805555 6.33K1-0.008-0.041
SAO40655         198.3479166-50.70000000 5.89B9-0.019-0.027
SAO00460         198.1370833+11.55611111 5.77M0-0.050-0.033
SAO00461         198.1495833+18.75166666 6.53G8-0.065-0.003
SAO40663         198.5504166-58.68388888 5.89K0-0.051-0.012
SAO40666         198.5616666-59.10333333 4.92F7-0.265-0.157
54 Vir           198.3616666-18.82666666 6.28B9-0.020-0.017
SAO23989         198.4895833-43.13888888 6.16K4-0.170+0.028
SAO00467         198.3016666+18.72694444 6.11G8-0.215-0.049
Eta Mus          198.8120833-67.89444444 4.80B8-0.041-0.008
SAO52225         198.8570833-69.67972222 6.37K2-0.101-0.048
55 Vir           198.5454166-19.93083333 5.33G6-0.122+0.167
SAO24000         198.6795833-48.95666666 5.89K1-0.129-0.081
SAO44519         198.4291666+40.15277777 4.92G8-0.048+0.015
SAO00473         198.6304166+11.33166666 5.67M0+0.074-0.052
SAO04282         198.7904166-36.37111111 6.19K1-0.012-0.015
SAO52236         199.1866666-65.13833333 6.07F5-0.103-0.052
57 Vir           198.9950000-19.94305555 5.22K1+0.306-0.116
SAO52240         199.3041666-66.78361111 4.87K2-0.020-0.014
SAO7782          198.3833333+72.79888888 6.59A2+0.017-0.016
19 CVn           198.8833333+40.85527777 5.79A7-0.108+0.015
SAO39254         199.1062500 -1.39055555 6.68F1-0.035-0.028
SAO04312         199.2212500-31.50611111 5.10K1+0.034-0.048
SAO00484         199.0595833+19.05166666 6.45G8-0.102+0.002
SAO24032         199.3079166-43.97944444 5.84Am 0.000-0.008
SAO2164          198.1058333+80.47138888 6.25K0-0.009+0.012
SAO82751         199.1345833+19.78527777 6.45F0-0.110+0.023
59 Vir           199.1937500 +9.42416666 5.22G0-0.334+0.190
SAO57028         199.8287500-72.03555555 6.04K3-0.013-0.056
SAO00497         199.3150000+13.67555555 5.33K3+0.007+0.039
SAO39264         199.3745833 -0.67666666 6.37F0-0.058-0.025
60Sig Vir        199.4012500 +5.46972222 4.80M1-0.005+0.013
SAO40721         199.6441666-51.28611111 6.19A0-0.048-0.023
20 CVn           199.3854166+40.57250000 4.73F3-0.125+0.021
SAO16033         199.1191666+68.40805555 6.20B9-0.013+0.016
61 Vir           199.6012500-18.31138888 4.74G6-1.070-1.065
46Gam Hya        199.7304166-23.17166666 3.00G8+0.064-0.045
SAO19867         199.7129166 +3.68777777 6.62A1-0.050-0.011
SAO63462         199.6158333+34.09805555 5.82K4+0.033+0.003
21 CVn           199.5604166+49.68194444 5.15A0-0.033+0.015
SAO40756         200.1454166-59.77333333 6.18F3-0.042-0.024
SAO63468         199.7675000+35.12805555 6.02F0-0.030+0.019
SAO40762         200.1575000-52.74805555 5.48B6-0.030-0.019
SAO40765         200.2012500-55.80055555 6.02B0-0.009+0.004
Iot Cen          200.1491666-36.71222222 2.75A2-0.341-0.085
SAO24080         200.2404166-46.88055555 5.77K1-0.075+0.004
SAO57033         200.7191666-72.14666666 6.05B6-0.023-0.013
SAO19889         200.1733333 +2.94166666 6.26A3-0.059-0.029
23 CVn           200.0791666+40.15055555 5.60K1-0.058-0.002
SAO57879         200.3745833-19.48888888 6.21A2-0.066+0.008
SAO52283         200.6487500-60.97222222 6.18B2-0.020-0.013
SAO52284         200.6579166-60.98833333 4.53B3-0.039-0.014
SAO40782         200.5675000-52.18305555 5.83B2-0.010+0.001
SAO19899         200.4233333 +2.08722222 5.69A2-0.061-0.053
SAO24095         200.7195833-47.94305555 6.16A4+0.036+0.005
SAO24096         200.7608333-48.56277777 6.38B6-0.006-0.001
64 Vir           200.5404166 +5.15472222 5.87A2-0.065-0.036
SAO52293         201.0020833-64.53583333 4.53G6+0.029-0.026
Iot1Mus          201.2795833-74.88777777 5.05K0-0.115-0.130
SAO04420         200.7862500-33.19000000 6.22M1-0.005-0.005
63 Vir           200.7545833-17.73527777 5.37KI-0.047-0.029
SAO44582         200.5158333+43.90305555 6.35A7-0.071+0.010
SAO24104         200.9679166-49.82305555 6.48G8-0.067-0.044
65 Vir           200.8287500 -4.92444444 5.89K3-0.019-0.015
SAO52304         201.3079166-64.48527777 5.31F2-0.157-0.022
SAO57042         201.4587500-70.62750000 5.67Ap-0.067-0.009
66 Vir           201.1383333 -5.16388888 5.75F3+0.159-0.030
Iot2Mus          201.8262500-74.69194444 6.63B9-0.049-0.017
SAO63514         200.9750000+37.03388888 6.07M3+0.022-0.006
SAO00553         201.1270833+12.43194444 6.44K0-0.016+0.041
79Zet UMa        200.9812500+54.92527777 2.27A1+0.122-0.020
79Zet UMa        200.9850000+54.92166666 3.95A1+0.119-0.028
67Alp Vir        201.2983333-11.16138888 0.98B1-0.041-0.028
SAO82825         201.2779166+23.85444444 5.78A3-0.013-0.009
SAO04465         201.5325000-39.75527777 5.09K0+0.184-0.052
SAO39337         201.5475000 -1.19250000 5.97A7-0.111+0.004
SAO24148         201.7337500-41.49805555 5.69K3-0.004-0.019
SAO24149         201.7762500-49.14388888 6.31A0-0.021-0.006
80 UMa           201.3062500+54.98805555 4.01A5+0.118-0.016
SAO24151         201.8366666-49.38083333 6.28B3+0.011+0.010
68 Vir           201.6800000-12.70777777 5.25M0-0.130-0.020
SAO04483         201.8112500-40.16305555 6.40G8-0.007-0.002
SAO52321         202.1933333-69.62805555 6.20Ap-0.047-0.045
SAO44611         201.5691666+46.02805555 5.88K0+0.024-0.021
69 Vir           201.8633333-15.97361111 4.76K0-0.119+0.024
SAO52329         202.2816666-64.67583333 6.11Ap-0.083-0.005
SAO16071         201.4995833+63.26111111 6.50G6-0.392+0.216
SAO40883         202.3550000-51.16527777 5.06A1-0.002-0.017
70 Vir           202.1075000+13.77888888 4.98G4-0.236-0.577
SAO7814          201.5337500+72.39138888 5.79M1+0.022-0.009
SAO16078         201.7691666+64.73555555 6.66F0-0.068+0.028
SAO16079         201.7945833+64.71944444 7.04F0-0.063+0.032
SAO28763         201.9979166+52.74583333 6.34F0-0.114-0.008
SAO44621         202.1091666+40.72972222 6.47G8+0.009-0.056
SAO39359         202.3120833 -1.36444444 6.43K0-0.043-0.062
SAO28766         202.0487500+50.58722222 6.80F1-0.113+0.041
SAO81695         202.4283333-23.28138888 4.97M7-0.056+0.016
71 Vir           202.3041666+10.81833333 5.65K0-0.061-0.035
SAO57060         203.3116666-77.56833333 6.48F6-0.344-0.112
SAO28771         202.1904166+50.71833333 6.43F0+0.029-0.083
Kap Oct          205.2312500-85.78611111 5.58Am-0.090-0.018
SAO16080         202.1129166+59.94583333 5.40A1-0.080+0.037
SAO19962         202.5004166 +7.17888888 6.17K5+0.004+0.003
SAO19961         202.4900000 +6.01333333 6.51K0-0.017+0.050
72 Vir           202.6070833 -6.47027777 6.09F2+0.042+0.017
SAO04545         202.7612500-39.40750000 3.88G9-0.012-0.015
SAO81723         202.8887500-28.11277777 6.47A1-0.062+0.002
SAO7821          201.7362500+78.64388888 5.77G2-0.146+0.029
SAO04561         203.0220833-38.39916666 6.16K1+0.035-0.043
SAO52361         203.3987500-65.63250000 6.37A0-0.048-0.012
73 Vir           203.0116666-18.72888888 6.01F0-0.099-0.014
74 Vir           202.9912500 -6.25583333 4.69M2-0.104-0.045
SAO44637         202.8158333+42.10611111 6.08K2-0.093+0.026
SAO81737         203.1495833-28.69277777 5.69A1-0.095-0.022
SAO81735         203.1437500-29.56527777 6.45F3-0.072+0.004
75 Vir           203.2154166-15.36305555 5.55K1-0.073-0.002
76 Vir           203.2420833-10.16500000 5.21K0-0.029-0.036
SAO39403         203.2529166 -7.19500000 6.68M7+0.050-0.005
SAO82875         203.2004166+24.34638888 6.11G8+0.049-0.206
SAO24254         203.6204166-48.27222222 6.33B8-0.029-0.012
SAO04612         203.6816666-33.31083333 6.44K2-0.049-0.012
78 Vir           203.5329166 +3.65888888 4.94A1+0.044-0.024
SAO58021         203.6687500-13.21444444 5.91A2-0.044-0.010
79Zet Vir        203.6733333 -0.59583333 3.37A3-0.285+0.042
SAO63616         203.5908333+38.78916666 6.37F0+0.013+0.024
81 UMa           203.5304166+55.34861111 5.60A0-0.022-0.002
SAO63623         203.6991666+37.18250000 4.98F2+0.086-0.009
80 Vir           203.8804166 -5.39611111 5.73G6+0.017+0.085
24 CVn           203.6137500+49.01611111 4.70A5-0.127+0.030
SAO52387         204.3008333-61.69194444 5.63F6+0.135-0.113
SAO00630         203.8887500+10.20472222 6.49K1+0.077-0.061
SAO57069         204.7995833-75.68388888 6.34B8-0.027-0.006
SAO44675         203.8087500+44.19694444 6.84A7-0.016+0.015
SAO04653         204.2104166-34.46777777 6.50K0-0.011-0.028
SAO24275         204.2750000-44.14333333 5.98G8-0.050-0.020
SAO57070         204.6904166-70.44500000 6.10K3-0.068-0.032
SAO81790         204.2016666-26.49500000 5.78A7-0.091+0.021
SAO24283         204.3487500-46.42833333 5.90B8-0.009-0.033
SAO41013         204.5316666-58.41500000 6.42K1-0.008-0.036
SAO82905         204.2462500+24.61333333 5.74M2-0.024-0.005
SAO41026         204.7045833-57.62305555 6.01G5-0.006-0.014
SAO57074         205.0025000-70.78833333 6.59K0-0.026-0.028
SAO44682         204.1658333+49.48666666 6.49K1-0.004-0.012
25 CVn           204.3650000+36.29500000 4.82A7-0.099+0.027
SAO81825         204.6750000-29.56083333 5.83F5-0.078-0.069
SAO00644         204.5329166+14.30166666 6.52A9+0.036-0.019
SAO52400         205.0454166-64.57694444 5.79F3-0.059-0.012
SAO7848          203.6783333+76.54666666 6.57K5-0.026-0.003
Eps Cen          204.9716666-53.46638888 2.30B1-0.028-0.016
SAO28819         204.4291666+50.71472222 6.48M2-0.012+0.001
SAO24317         204.9987500-49.95027777 6.00M5-0.113+0.011
SAO04708         204.9200000-39.74805555 6.27M4-0.020-0.025
SAO04712         204.9525000-40.05194444 5.60K2-0.044-0.061
SAO00650         204.7595833+18.26527777 6.48K3-0.045-0.018
SAO00654         204.8941666+10.74611111 5.57F0-0.112-0.013
SAO7854          204.2958333+71.24222222 5.50K2-0.038-0.006
SAO41080         205.5045833-58.78722222 5.38B9-0.035-0.010
SAO41076         205.4362500-54.56000000 5.01B8-0.048-0.047
82 UMa           204.8766666+52.92138888 5.46A3-0.142+0.060
SAO63676         205.0650000+31.01194444 6.21G5-0.078+0.087
1 Boo            205.1687500+19.95555555 5.75A1-0.049+0.023
SAO82944         205.1629166+28.06527777 6.23K3-0.066+0.014
SAO81863         205.3787500-23.44972222 6.59A0-0.009+0.003
SAO04739         205.4404166-33.59694444 6.05K0-0.014+0.026
SAO28836         205.0966666+50.51944444 6.32F7-0.132+0.060
2 Boo            205.2595833+22.49583333 5.62G9-0.020-0.025
82 Vir           205.4033333 -8.70305555 5.01M1-0.094+0.040
SAO41096         205.7337500-56.76805555 6.00B0-0.011-0.004
SAO41098         205.7275000-50.79055555 6.41M0-0.007-0.027
